model,scenario,Category,Category_name,Category_subset,Subset_Ch4,Category_Vetting_historical,IMP_marker,Literature Reference (if applicable),Policy_category,Policy_category_name,Project_study,CO2 emissions 2030 Gt CO2/yr,CO2 emissions 2050 Gt CO2/yr,CO2 emissions 2100 Gt CO2/yr,COVID,GDP|MER-per-capita-in-2100,GDP|MER-per-capita-in-2100_bin,GHG emissions 2030 Gt CO2-equiv/yr (Harmonized-Infilled),GHG emissions 2050 Gt CO2-equiv/yr (Harmonized-Infilled),GHG emissions 2100 Gt CO2-equiv/yr (Harmonized-Infilled),GHG emissions reductions 2019-2030 % modelled Harmonized-Infilled,GHG emissions reductions 2019-2050 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2030 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2040 % modelled Harmonized-Infilled,CO2 emissions reductions 2019-2050 % modelled Harmonized-Infilled,CH4 emissions reductions 2019-2030 % modelled Harmonized-Infilled,CH4 emissions reductions 2019-2040 % modelled Harmonized-Infilled,CH4 emissions reductions 2019-2050 % modelled Harmonized-Infilled,N2O emissions reductions 2019-2030 % modelled Harmonized-Infilled,N2O emissions reductions 2019-2040 % modelled Harmonized-Infilled,N2O emissions reductions 2019-2050 % modelled Harmonized-Infilled,FGA emissions reductions 2019-2030 % modelled Harmonized-Infilled,FGA emissions reductions 2019-2040 % modelled Harmonized-Infilled,FGA emissions reductions 2019-2050 % modelled Harmonized-Infilled,Year of 50% CO2 emissions reductions 2019 modelled vs Harmonized-Infilled,Peak Emissions|CO2,Peak Emissions|GHGs,Population-in-2100,Population-in-2100_bin,Time horizon,Vetting_future,Vetting_historical,Climate impacts,Regional_scope,Scenario_family,Scenario_scope,Sectoral_scope,Ssp_family,Technology_category_name,Year of peak CO2 Emissions (Harm-Infilled),Year of peak GHG Emissions,Year of netzero CO2 emissions (Harm-Infilled) table,Year of netzero GHG emissions (Harm-Infilled) table,"Cumulative net-negative CO2 (post net-zero, Gt CO2) (Harm-Infilled)","Cumulative net CO2 (2020 to netzero, Gt CO2) (Harm-Infilled)","Cumulative net CO2 (2020-2100, Gt CO2) (Harm-Infilled)",Category_FaIRv1.6.2,Category_name_FaIRv1.6.2,Median peak warming (MAGICCv7.5.3),Median warming in 2100 (MAGICCv7.5.3),Median year of peak warming (MAGICCv7.5.3),Median warming at year of netzero Emissions|CO2 (MAGICCv7.5.3),P67 warming at year of netzero (MAGICCv7.5.3) (Harm-Infilled),Median peak warming (FaIRv1.6.2),Median warming in 2100 (FaIRv1.6.2),Median year of peak warming (FaIRv1.6.2),Exceedance Probability 1.5C (MAGICCv7.5.3),Exceedance Probability 1.5C (FaIRv1.6.2),Exceedance Probability 2.0C (MAGICCv7.5.3),Exceedance Probability 2.0C (FaIRv1.6.2),Exceedance Probability 3.0C (MAGICCv7.5.3),Exceedance Probability 3.0C (FaIRv1.6.2),IMP_color_rgb,IMP_color_hex,Category_color_rgb,exclude,Global AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,Global Land Cover|Forest,R5 Land Cover|Forest,R10 Land Cover|Forest,Global Land Cover|Pasture,R5 Land Cover|Pasture,R10 Land Cover|Pasture,Global Land Cover|Cropland,R5 Land Cover|Cropland,R10 Land Cover|Cropland,Global all,R5 all,R10 all,Cumulative BECCS,Interpolated Net-Zero Year for Emissions|Kyoto Gases,Interpolated Net-Zero Year for AR6 Reanalysis|OSCARv3.2|Emissions|Kyoto Gases|Direct Only,Interpolated Net-Zero Year for AR6 Reanalysis|OSCARv3.2|Emissions|Kyoto Gases,Interpolated Net-Zero Year for Emissions|CO2,Interpolated Net-Zero Year for AR6 Reanalysis|OSCARv3.2|Emissions|CO2|Direct Only,Interpolated Net-Zero Year for AR6 Reanalysis|OSCARv3.2|Emissions|CO2
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800,C3,C3: limit warming to 2°C (>67%),C3a_Immediate_Action,,C3,,https://doi.org/10.1038/s41558-021-01215-2,P2a,P2a: Immediate global action without transfers,ENGAGE,25.61627425945826,7.779697326791651,-0.0001050803972859,,69689.86144283137,Medium,34.0697771196085,14.04500171147887,6.013016880540734,38.62510796501861,74.69867617135002,43.26366991933337,66.40986895352869,85.40090648252229,30.07388711307093,44.00574937503383,56.23296875198089,8.654621115019582,16.38413733068483,24.9096853120064,35.11342384075296,30.48046409966394,25.8245455773249,2034.0,43.96641985109601,55.81157475245473,9032.420000000002,Medium,2100.0,Pass,Pass,no,global,ENGAGE,Global integrated scenario,integrated/energy-emissions,2.0,T1: Non-standard technology assumptions,2020.0,2020.0,2066.0,inf,-37612.63150557967,642.148043532456,604.6611284609693,C3,C3: Likely below 2°C,1.684301269567573,1.534903211997771,2049.0,1.623348120176137,1.769091883933599,1.619668884029135,1.539808378212391,2049.0,0.7466666666666667,0.6548949485918641,0.18,0.140366562360304,0.005,0.0040232454179704,,,"111, 120, 153",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,222619.2642646607,,,,2070.0,2068.0,2064.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800_COV,C3,C3: limit warming to 2°C (>67%),C3a_Immediate_Action,,C3,,https://doi.org/10.1038/s41558-021-01215-2,P2a,P2a: Immediate global action without transfers,ENGAGE,24.6606045809243,8.66157921960679,9.673395957179e-07,1.0,60930.87832503259,Medium,33.22185099745365,14.88547647135284,5.943291322444394,38.44098351932044,72.41769305710837,43.62753824338949,62.76273124260423,82.64046578935367,28.89921881363485,42.80255195427679,55.65399651254685,6.618743900961324,14.83309891471335,23.69786278702135,30.57777998794402,29.84470154343347,25.12889250681677,2034.0,43.28186551249154,54.30853154123,9032.420000000002,Medium,2100.0,Pass,Pass,no,global,ENGAGE,Global integrated scenario,integrated/energy-emissions,2.0,,2015.0,2015.0,2066.0,inf,-37331.924241783,643.1535243698548,605.8340460938738,C3,C3: Likely below 2°C,1.674554773787196,1.528124504547702,2049.0,1.61839591166508,1.761459774494343,1.611245150954378,1.534703471267816,2049.0,0.7383333333333333,0.6437192668752794,0.1733333333333333,0.1350022351363433,0.005,0.0040232454179704,,,"111, 120, 153",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,218875.394652875,,,,2070.0,2068.0,2064.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f,C3,C3: limit warming to 2°C (>67%),C3a_Immediate_Action,,C3,,https://doi.org/10.1038/s41558-021-01215-2,P2a,P2a: Immediate global action without transfers,ENGAGE,29.81106503867339,12.96906774370927,-10.08260329210167,,68768.16632754332,Medium,39.07924092712965,19.82860739276809,-5.578230063269618,29.60769160782582,64.28330199192547,33.03644841585838,50.2288017135558,72.640028796437,23.88633013206579,36.85983251439836,51.60590109092299,3.971953901739878,11.0631790754847,20.00560754951021,27.96918538585381,27.99222765833271,23.17571539443769,2040.0,43.96641985109601,55.81834319892513,9032.420000000002,Medium,2100.0,Pass,Pass,no,global,ENGAGE,Global integrated scenario,integrated/energy-emissions,2.0,T0: Standard technology assumptions,2020.0,2020.0,2069.0,2079.0,-234392.7944650274,829.5184463276421,595.7029350573489,C3,C3: Likely below 2°C,1.764682302700757,1.518877174756124,2059.0,1.734758208439883,1.892085735106889,1.685184241299017,1.512286255571596,2059.0,0.8116666666666666,0.7416182387125615,0.2433333333333333,0.1797049620026822,0.0066666666666666,0.0040232454179704,,,"111, 120, 153",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,267566.1729593443,2081.0,2085.0,,2071.0,2070.0,2067.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f_COV,C3,C3: limit warming to 2°C (>67%),C3a_Immediate_Action,,C3,,https://doi.org/10.1038/s41558-021-01215-2,P2a,P2a: Immediate global action without transfers,ENGAGE,28.48292902021797,13.67905425996153,-10.12133204533268,1.0,60139.01509228796,Medium,37.54725629769854,20.45190772452076,-5.597174328607971,30.33549813544274,62.05389942444447,33.99408748421695,48.44590918403298,69.86657550641465,24.46890975372739,36.91034923653002,51.29237013833428,3.277426515945566,10.40392985498515,18.93318215847082,28.22523735065221,21.905090141117,22.73352598428944,2041.0,43.28186551249154,54.30853154123,9032.420000000002,Medium,2100.0,Pass,Pass,no,global,ENGAGE,Global integrated scenario,integrated/energy-emissions,2.0,,2015.0,2015.0,2070.0,2082.0,-214708.7018590988,816.3715173806819,602.1288296976198,C3,C3: Likely below 2°C,1.746875400315961,1.521828808348837,2059.0,1.717397636336024,1.873526265354536,1.66957854362449,1.516266748929636,2060.0,0.7966666666666666,0.7188198480107286,0.225,0.1707644166294144,0.0066666666666666,0.0040232454179704,,,"111, 120, 153",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,256750.7579213061,2084.0,2088.0,,2072.0,2071.0,2069.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900,C3,C3: limit warming to 2°C (>67%),C3a_Immediate_Action,,C3,,https://doi.org/10.1038/s41558-021-01215-2,P2a,P2a: Immediate global action without transfers,ENGAGE,27.71149254385063,10.10953177379458,-0.0004059783168504,,69688.214605849,Medium,36.55307103478021,16.54720292893744,5.992272201858552,34.22935962886272,70.22630104179652,38.17524086072593,58.28489774566172,79.67729742688174,27.25859679466923,41.53189527685596,54.79725457093614,7.043187531779332,14.87353460605736,23.40749900840301,28.83391560852996,29.08991952288079,24.41015766012622,2037.0,43.96641985109601,55.89370679630692,9032.420000000002,Medium,2100.0,Pass,Pass,no,global,ENGAGE,Global integrated scenario,integrated/energy-emissions,2.0,T1: Non-standard technology assumptions,2020.0,2020.0,2068.0,inf,-34887.09622180423,736.6859743597936,702.0582122794829,C3,C3: Likely below 2°C,1.720111985962807,1.58161741068051,2049.0,1.677671972869837,1.827096680840757,1.656288785611804,1.582780096980742,2050.0,0.7766666666666666,0.6969155118462226,0.21,0.1622708985248101,0.0066666666666666,0.0040232454179704,,,"111, 120, 153",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,219759.0358375915,,,,2078.0,2069.0,2066.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900_COV,C3,C3: limit warming to 2°C (>67%),C3a_Immediate_Action,,C3,,https://doi.org/10.1038/s41558-021-01215-2,P2a,P2a: Immediate global action without transfers,ENGAGE,26.89632560271532,10.94963256032107,5.646252911901e-07,1.0,60930.62066907569,Medium,35.63423714006105,17.47712466997519,5.936614780748315,33.97090994268817,67.61545268274315,38.01169856600978,55.667231047226,76.8095164965079,27.07308506754667,39.78275322943569,53.35527061177491,5.466120945530516,12.23688901553084,21.06187040858744,29.28620701956133,28.70466570351609,23.79051622997921,2037.0,43.28186551249154,54.30853154123,9032.420000000002,Medium,2100.0,Pass,Pass,no,global,ENGAGE,Global integrated scenario,integrated/energy-emissions,2.0,,2015.0,2015.0,2070.0,inf,-29161.37478405083,732.5656180444121,703.7328467616578,C3,C3: Likely below 2°C,1.708979969929803,1.578994128543482,2049.0,1.666156555972877,1.816325987969806,1.644840307458269,1.580806498069078,2050.0,0.7666666666666667,0.6848457755923111,0.2066666666666666,0.1569065713008493,0.0066666666666666,0.0040232454179704,,,"111, 120, 153",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,215639.5146800036,,,,2080.0,,2068.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f,C3,C3: limit warming to 2°C (>67%),C3a_Immediate_Action,,C3,,https://doi.org/10.1038/s41558-021-01215-2,P2a,P2a: Immediate global action without transfers,ENGAGE,30.81231211839055,15.45290358901763,-9.769451051465603,,68901.45762513997,Medium,40.14990837291901,22.43675932779809,-5.192776799909661,27.67912924987212,59.58531321351952,30.61454599485435,45.77478958267919,66.54042468511695,23.11555867283656,36.11999639872486,50.35487228382565,3.680502734632896,10.63406701919207,19.11322572035304,27.14347137794454,21.56613211449995,22.32460175506807,2043.0,43.96641985109601,55.81834319892513,9032.420000000002,Medium,2100.0,Pass,Pass,no,global,ENGAGE,Global integrated scenario,integrated/energy-emissions,2.0,T0: Standard technology assumptions,2020.0,2020.0,2071.0,2082.0,-206547.8242446904,907.1067032203408,701.1074796199657,C3,C3: Likely below 2°C,1.794558444691685,1.574643911745527,2059.0,1.765061045525484,1.928967609524695,1.716129228575891,1.566098119753981,2060.0,0.835,0.7733571747876621,0.2816666666666667,0.2033974072418417,0.01,0.0044702726866338,,,"111, 120, 153",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,254034.0203457355,2085.0,2089.0,,2073.0,2072.0,2070.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f_COV,C3,C3: limit warming to 2°C (>67%),C3a_Immediate_Action,,C3,,https://doi.org/10.1038/s41558-021-01215-2,P2a,P2a: Immediate global action without transfers,ENGAGE,29.2255030926736,15.97174223945535,-9.54062168659562,1.0,60241.7361011125,Medium,38.35421333998345,22.82805630500638,-4.940929589426058,28.83828459922172,57.64523622137969,32.13456918427507,45.50180298770194,64.03591998021102,23.81314627191486,36.59413495748519,50.238247335604,2.961705597577019,9.998037772246152,18.58475546772364,27.4574012561517,21.35416145308244,22.20783324935626,2043.0,43.28186551249154,54.30853154123,9032.420000000002,Medium,2100.0,Pass,Pass,no,global,ENGAGE,Global integrated scenario,integrated/energy-emissions,2.0,,2015.0,2015.0,2072.0,2085.0,-185233.6746392601,885.0233701138379,700.0482754599958,C3,C3: Likely below 2°C,1.769221546666693,1.577339647520414,2059.0,1.738657179645242,1.902419370400124,1.694791431763091,1.56860538626891,2070.0,0.8116666666666666,0.7510058113544926,0.255,0.1917746982565937,0.01,0.0044702726866338,,,"111, 120, 153",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,244284.674822872,2087.0,2091.0,,2074.0,2074.0,2072.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2100,C7,C7: limit warming to 4°C (>50%),C7,,C7,,https://doi.org/10.1038/s41558-021-01215-2,P1b,P1b: Current policies,ENGAGE,47.17678924179389,52.63040571643712,70.62854730686281,,70264.92237161707,High,60.05144598870942,66.30378377246718,84.04262342520727,-7.915344498662062,-19.15109702297395,-9.282850858517,-14.78384286966352,-24.96992350365638,0.2776526317627958,2.333474044488976,4.679506701920284,-4.78748543083508,-5.580572920822516,-4.9583457941185,-39.3736085689046,-51.87618906607351,-70.86745731916557,inf,70.62854730686281,84.04262342520727,9032.420000000002,Medium,2100.0,Pass,Pass,no,global,ENGAGE,Global integrated scenario,integrated/energy-emissions,2.0,T0: Standard technology assumptions,2100.0,2100.0,,inf,0.0,4362.713873144132,4362.713873144132,C7,C7: Below 4.0°C,3.307584902480472,3.307584902480472,2100.0,3.307584902480472,3.591884194288304,3.127556425934235,3.127556425934235,2100.0,1.0,1.0,0.9983333333333332,0.9964237818506928,0.6983333333333334,0.5936522127849799,,,"241, 136, 114",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,
MESSAGEix-GLOBIOM_1.1,EN_NPi2100_COV,C7,C7: limit warming to 4°C (>50%),C7,CurPol,C7,,https://doi.org/10.1038/s41558-021-01215-2,P1b,P1b: Current policies,ENGAGE,43.9236587221309,49.24423163736819,69.46135041752608,1.0,61552.5301978862,Medium,56.28602828527432,62.48494097854692,82.66420070738286,-4.17991358325743,-15.65349252228258,-5.002501457285844,-11.04408823494106,-20.78275925525669,3.329824667686645,5.129913391976487,8.52630708448138,-5.710583669328616,-6.691987363381906,-6.120655061954302,-35.95971018700232,-59.57064717870855,-78.79318248235171,inf,69.46135041752608,82.66420070738286,9032.420000000002,Medium,2100.0,Pass,Pass,no,global,ENGAGE,Global integrated scenario,integrated/energy-emissions,2.0,,2100.0,2100.0,,inf,0.0,4203.361118656531,4203.361118656531,C7,C7: Below 4.0°C,3.232916064506021,3.232916064506021,2100.0,3.232916064506021,3.513275956562785,3.063481977007557,3.063481977007557,2100.0,1.0,1.0,0.9966666666666668,0.9964237818506928,0.645,0.5538667858739383,,,"241, 136, 114",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,C7,C7: limit warming to 4°C (>50%),C7,,C7,,https://doi.org/10.1038/s41558-021-01215-2,P1a,P1a: Baseline,ENGAGE,48.44158087478526,55.84230513196955,87.06517470443528,,70348.54278024928,High,61.37061368816607,70.76465882534465,108.0310048797783,-8.682018034181208,-25.31805475691037,-10.12985461947121,-17.57039886614253,-30.25685588056441,-0.0503182350728404,0.6616030251054101,0.8284048976557139,-5.217128417688019,-8.19091478973284,-9.346832267364096,-38.95314136448854,-72.4806364340593,-106.7141599680261,inf,87.06517470443528,108.0310048797783,9032.420000000002,Medium,2100.0,Pass,Pass,no,global,ENGAGE,Global integrated scenario,integrated/energy-emissions,2.0,T0: Standard technology assumptions,2100.0,2100.0,,inf,0.0,4837.474747555717,4837.474747555717,C7,C7: Below 4.0°C,3.619464392686498,3.619464392686498,2100.0,3.619464392686498,3.928094817472883,3.409015635288323,3.409015635288323,2100.0,1.0,1.0,1.0,0.9982118909253463,0.8416666666666667,0.7742512293249888,,,"241, 136, 114",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,
MESSAGEix-GLOBIOM_1.1,NGFS2_Below 2°C,C3,C3: limit warming to 2°C (>67%),C3a_Immediate_Action,,C3,,"NGFS Climate Scenarios for central banks and supervisors, NGFS June 2021. https://www.ngfs.net/sites/default/files/media/2021/08/27/ngfs_climate_scenarios_phase2_june2021.pdf",P2,P2: Immediate global action,NGFS2,28.34645239,13.32632572,2.63e-08,1.0,68029.72990489814,Medium,37.43215485198429,20.12152216477464,5.991460412602155,30.53729933261612,62.66057146240465,34.3358548709439,50.36077647241567,70.7599341805681,24.26473893374407,37.16182024280472,51.14775559909098,3.291270930653644,10.40463119986394,18.90983654960806,28.69491232748729,22.10011011556834,22.88711968886024,2040.0,43.28186551,54.30853154123,9032.42,Medium,2100.0,Pass,Pass,,global,NGFS2,Global integrated scenario,integrated/energy-emissions,2.0,,2015.0,2015.0,2075.0,inf,-24626.02949947911,817.4223847941471,792.9005712191,C3,C3: Likely below 2°C,1.73866615576461,1.630941991190606,2059.0,1.683133396739207,1.839328487663078,1.674547381920362,1.624425085179673,2070.0,0.79,0.723737147966026,0.2233333333333333,0.1873044255699597,0.01,0.0049172999552972,,,"111, 120, 153",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,210459.79196475,,,,2080.0,,
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,C7,C7: limit warming to 4°C (>50%),C7,CurPol,C7,,"NGFS Climate Scenarios for central banks and supervisors, NGFS June 2021. https://www.ngfs.net/sites/default/files/media/2021/08/27/ngfs_climate_scenarios_phase2_june2021.pdf",P1b,P1b: Current policies,NGFS2,43.92325736,48.83018079,68.64203916,1.0,68730.3274558424,Medium,56.28559456383572,61.34905089489342,79.75478649260182,-4.179110807424839,-13.5510714710641,-5.001496690834544,-11.77676623704195,-19.72922745169263,3.330213354424524,5.102104298469419,10.58077555681804,-5.710538018157416,-6.654246577150739,-5.532154121594203,-35.95930173400201,-53.08528998998027,-51.28102527698319,inf,68.64203916,79.75478649260182,9032.42,Medium,2100.0,Pass,Pass,,global,NGFS2,Global integrated scenario,integrated/energy-emissions,2.0,,2100.0,2100.0,,inf,0.0,4123.638666666066,4123.638666666066,C7,C7: Below 4.0°C,3.156675897987385,3.156675897987385,2100.0,3.156675897987385,3.432031951525343,3.003596435363118,3.003596435363118,2100.0,1.0,1.0,0.995,0.9924005364327224,0.5933333333333334,0.5006705409029951,,,"241, 136, 114",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,
MESSAGEix-GLOBIOM_1.1,NGFS2_Delayed Transition,C3,C3: limit warming to 2°C (>67%),C3,,C3,,"NGFS Climate Scenarios for central banks and supervisors, NGFS June 2021. https://www.ngfs.net/sites/default/files/media/2021/08/27/ngfs_climate_scenarios_phase2_june2021.pdf",P3a,P3a: Delayed global action,NGFS2,43.92325736,7.6096412,-5.051648407,1.0,67447.20738164855,Medium,56.22309487339258,14.54174424565892,0.4060801363179516,-4.033733214002373,73.0923396386157,-5.001496690834544,54.85881663028723,85.22002668480458,3.330213354424524,34.26094575863733,49.90737896742605,-5.710538018157416,6.627734600886558,18.0161054559145,-35.95930173400201,30.33712387061287,33.00463343240096,2040.0,43.92325736,56.22309487339258,9032.42,Medium,2100.0,Pass,Pass,,global,NGFS2,Global integrated scenario,integrated/energy-emissions,2.0,,2030.0,2030.0,2059.0,2080.0,-214099.3660906399,820.5909384669831,606.5281284424165,C2,C2: Below 1.5°C with high OS,1.780336712183233,1.504902141787309,2049.0,1.759855073468379,1.900574203873439,1.683452463195743,1.495633606071245,2049.0,0.835,0.7563701385784533,0.25,0.1658471166741171,0.0033333333333333,0.0031291908806437,,,"111, 120, 153",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,258987.86561295,,,,2063.0,2058.0,2055.0
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,C1b_+veGHGs,,C1,,"NGFS Climate Scenarios for central banks and supervisors, NGFS June 2021. https://www.ngfs.net/sites/default/files/media/2021/08/27/ngfs_climate_scenarios_phase2_june2021.pdf",P2c,P2c: Other policies + Immediate global action,NGFS2,18.81763432,2.533374975,1.36e-15,1.0,67681.32467828113,Medium,26.66214251344012,8.178518347600967,5.573142151197955,50.60040849002252,84.84684922358797,58.31782731418953,83.05921834474994,98.2263864820528,34.31601463076962,48.67221937347559,59.99450909348444,11.311507532319,19.30806384383976,26.95783159283746,42.30520279620153,38.31617020537027,34.15526382756982,2029.0,43.28186551,54.30853154123,9032.42,Medium,2100.0,Pass,Pass,,global,NGFS2,Global integrated scenario,integrated/energy-emissions,2.0,,2015.0,2015.0,2052.0,inf,-57875.53892485939,423.9518690063637,366.0844266744809,C1b,C1b: Below 1.5°C with low OS,1.602022093872277,1.390928261651597,2048.0,1.564906031810623,1.689011827359161,1.533896380563068,1.412870545727002,2039.0,0.6416666666666667,0.548949485918641,0.1183333333333333,0.0800178810907465,0.0016666666666666,0.0013410818059901,,,"151, 206, 228",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,252829.61027855,,,,2060.0,2054.0,2051.0
MESSAGEix-GLOBIOM_1.1,NGFS2_Nationally Determined Contributions (NDCs),C5,C5: limit warming to 2.5°C (>50%),C5,NDCs,C5,,"NGFS Climate Scenarios for central banks and supervisors, NGFS June 2021. https://www.ngfs.net/sites/default/files/media/2021/08/27/ngfs_climate_scenarios_phase2_june2021.pdf",P1c,P1c: NDC,NGFS2,39.56182548,33.19502491,19.52256254,1.0,68357.73162251092,Medium,50.76862786491753,42.18984163147781,27.00889882071747,5.938438692678734,21.83278252616072,5.945453967760082,11.49039140413971,20.13602506499324,8.37187907019881,19.01907577772499,32.459065482418,-3.800730141317558,-0.456569898700963,5.521425204968355,-0.147669057377714,12.8450324781443,10.65902161671779,2099.0,43.28186551,54.30853154123,9032.42,Medium,2100.0,Pass,Pass,,global,NGFS2,Global integrated scenario,integrated/energy-emissions,2.0,,2015.0,2015.0,,inf,0.0,2335.70798492506,2335.70798492506,C5,C5: Below 2.5°C,2.365095538328914,2.365095538328914,2100.0,2.365095538328914,2.59608059978077,2.301607740729193,2.301607740729193,2100.0,0.9883333333333332,0.9932945909700492,0.7816666666666666,0.7746982565936522,0.1416666666666666,0.0925346446133214,,,"140, 167, 208",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8113.240827825,,,,,,
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,C1,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,C1b_+veGHGs,,C1,,"NGFS Climate Scenarios for central banks and supervisors, NGFS June 2021. https://www.ngfs.net/sites/default/files/media/2021/08/27/ngfs_climate_scenarios_phase2_june2021.pdf",P2c,P2c: Other policies + Immediate global action,NGFS2,19.63951038,3.538556763,0.001007587456,1.0,67976.50238959769,Medium,27.49776286797501,9.265055639634468,5.904528172539757,49.04892436816947,82.83261977002795,56.24273238900831,79.8112886367731,95.6733968620479,34.37126590501244,47.90452835140974,59.39793257244882,11.34923522082252,20.02629356442147,28.23803881909448,39.37683594349583,34.35630542629719,29.33461597237895,2029.0,43.28186551,54.30853154123,9032.42,Medium,2100.0,Pass,Pass,,global,NGFS2,Global integrated scenario,integrated/energy-emissions,2.0,,2015.0,2015.0,2055.0,inf,-54857.87286260109,451.5009332421905,397.0334284810698,C1b,C1b: Below 1.5°C with low OS,1.608051732114541,1.414654922581182,2048.0,1.55585025668428,1.692353427209513,1.543080107246634,1.438680274773284,2039.0,0.65,0.5650424675905229,0.12,0.0849351810460438,0.0016666666666666,0.0017881090746535,,,"151, 206, 228",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,228974.35738545,,,,2060.0,2054.0,2051.0
MESSAGEix-GLOBIOM_1.2,COV_GreenPush,C7,C7: limit warming to 4°C (>50%),C7,,C7,,https://doi.org/10.1038/s41560-021-00904-8,P0_1d,Diagnostic around another limited policy reference case,Kikstra 2021,43.5241234671171,50.2462261471407,79.83668745379349,1.0,61434.30356918047,Medium,55.82274932181678,64.62734196951047,98.48969938215836,-4.60490423642884,-21.10361814683122,-5.536302856843838,-12.9921661351127,-25.16632449030251,2.794724735073781,3.092000069966648,3.330355372771211,-4.858565013823531,-7.518566706687718,-9.713279749943815,,,,inf,79.83668745379349,98.48969938215836,9032.42,Medium,2100.0,Pass,Pass,no,global,COV,Global integrated scenario,integrated/energy-emissions,2.0,,2100.0,2100.0,,inf,0.0,4397.488623565809,4397.488623565809,C7,C7: Below 4.0°C,3.400224503619326,3.400224503619326,2100.0,3.400224503619326,3.695384142071819,3.2164070658918,3.2164070658918,2100.0,1.0,1.0,1.0,0.9973178363880196,0.7483333333333333,0.6441662941439428,,,"241, 136, 114",False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,
